country_name,year,pop_thous,gdp_US_mil,homicides_per_100_000,life_expectancy_years,unemployment_per,departures_thous,tourism_expenditures_US_mil,arrivals_thous,tourism_receipts_US_mil
Singapore,2016,5607283,318068476293.88,0.3,82.85,4.08,9474000,23838000000,12914000,18945000000
China,2016,1378665000,11137945669350.6,0.6,76.21,4.5,135130000,250112000000,59270000,44432000000
Czech Republic,2016,10566332,195090272402.73,0.6,79.03,3.95,6027000,4963000000,9321000,7041000000
Netherlands,2016,17030314,783528181704.57,0.6,81.56,6.01,17938000,20461000000,15828000,18306000000
Portugal,2016,10325452,206275669201.92,0.6,81.12,11.07,1941000,4908000000,13359000,17184000000
Spain,2016,46483569,1237499479181.11,0.6,83.33,19.64,15405000,19284000000,75315000,60605000000
Germany,2016,82348669,3495162856297.22,1.2,80.99,4.12,90966000,87395000000,35555000,52175000000
Romania,2016,19702332,188494136775.72,1.2,75.31,5.9,16128000,2464000000,10223000,2172000000
United Kingdom,2016,65595565,2659238931670.25,1.2,81.16,4.81,70815000,87754000000,35814000,61894000000
Canada,2016,36109487,1526705529135.32,1.7,82.14,7,31278000,28751000000,19971000,18088000000
Morocco,2016,35126296,103345296966.61,1.7,75.97,9.3,1864000,2309000000,10332000,7921000000
Austria,2016,8736668,394052818287.79,0.7,81.64,6.01,11534000,11632000000,28121000,20971000000
Italy,2016,60627498,1869201702185.17,0.7,83.24,11.69,29067000,24982000000,52372000,40373000000
"Korea, Rep.",2016,51245707,1414804158515.26,0.7,82.28,3.7,22383000,29817000000,17242000,21174000000
Poland,2016,37970087,472028000405.8,0.7,77.85,6.16,44500000,8617000000,17471000,12052000000
France,2016,66859768,2471285607081.72,1.4,82.52,10.06,26483000,48760000000,82682000,62965000000
Jordan,2016,9551467,39252468265.16,1.4,74.18,15.27,1511000,1367000000,3567000,4943000000
India,2016,1324509589,2290432075123.75,3.2,68.9,2.73,21872000,19184000000,14570000,23111000000
Thailand,2016,68971331,412352789519.61,3.2,76.4,0.69,8204000,11267000000,32530000,52465000000
Ecuador,2016,16491115,99937696000,5.9,76.36,4.6,1551000,1034000000,1418000,1450000000
Nicaragua,2016,6303974,13286093197.48,7.4,73.86,4.34,981000,310000000,1504000,642000000
"Macao SAR, China",2016,612836,45322259884.18,0.2,83.85,1.9,1251000,1306000000,15703600,31030000000
"Hong Kong SAR, China",2016,7336600,320860698504.31,0.4,84.23,3.39,91758000,24141000000,26553000,37654000000
Oman,2016,4479219,65941482444.73,0.4,77.14,3.27,4167000,2643000000,2335000,2390000000
Greece,2016,10775971,195222443512.94,0.8,81.39,23.54,7235000,3415000000,24799000,16533000000
Ireland,2016,4755335,300523297712.96,0.8,81.7,8.37,7646000,6216000000,10100000,11427000000
Bulgaria,2016,7127822,53240950226.24,1.1,74.81,7.57,5392000,1636000000,8252000,4164000000
Cyprus,2016,1170187,20453761061.95,1.1,80.51,12.95,1268000,1604000000,3187000,2757000000
New Zealand,2016,4693200,187854022728.46,1.1,81.61,5.1,2611000,3974000000,3370000,9763000000
Azerbaijan,2016,9757812,37867518957.2,2.1,72.49,5,4282000,2593000000,2044000,2855000000
Hungary,2016,9814023,126007978024.32,2.1,76.06,5.11,18895000,2739000000,5302000,7480000000
Lithuania,2016,2868231,42973365745.29,5.2,74.67,7.86,1953000,1218000000,2296000,1405000000
Australia,2016,24190907,1210028388411.7,0.9,82.45,5.71,10380000,32923000000,8269000,36786000000
Luxembourg,2016,582014,58961235412.22,0.9,82.69,6.29,1588000,2912000000,1054000,4764000000
Finland,2016,5495303,239009517793.72,1.3,81.43,8.82,9125000,6176000000,2789000,4099000000
Mauritius,2016,1263473,12232463655.57,1.8,74.39,6.81,260000,683000000,1275000,1824000000
Argentina,2017,44044811,642695864756.35,5.1,76.37,8.35,12258000,13516000000,6720000,5514000000
Brazil,2017,207833831,2053594973992.61,30.5,75.46,12.83,9458000,22991000000,6589000,6175000000
Chile,2017,18470439,277746457909.87,4.3,79.91,6.96,3620000,2982000000,6450000,4604000000
Colombia,2017,48901066,311789874617.1,24.9,76.92,8.87,4017000,5136000000,4113000,5801000000
Costa Rica,2017,4949954,58174550211.55,12.3,79.91,8.14,1150000,1129000000,2960000,3827000000
Dominican Republic,2017,10513131,75931656814.66,11.3,73.69,5.83,522000,941000000,6188000,7178000000
El Salvador,2017,6388122,24927970000,61.8,72.87,4.39,1871000,466000000,1556000,1227000000
Eswatini,2017,1124753,4433664364.25,9.5,58.32,22.34,1751000,74000000,921000,13200000
Guatemala,2017,16914936,75620095537.5,26.1,73.81,2.68,1328000,1010000000,2113000,1566000000
Lithuania,2017,2828403,47544459558.95,4.5,74.67,7.07,2032000,1312000000,2523000,1587000000
Mexico,2017,124777324,1158071006809.62,24.8,74.95,3.42,19067000,13648000000,39291000,22467000000
Panama,2017,4106771,62283800000,9.7,78.15,3.9,917000,1128000000,1843000,6865000000
Peru,2017,31444297,210702303186.43,7.7,76.29,3.46,2875000,2916000000,4032000,4573000000
Puerto Rico,2017,3325001,104250200000,18.5,79.63,10.8,792000,1035000000,3797000,4090000000
Russian Federation,2017,144496740,1578624060588.26,9.2,72.12,5.21,39629000,35585000000,24390000,14983000000
Ukraine,2017,44831135,112190355158.18,6.2,71.78,9.51,26437000,7543000000,14230000,1999000000
Uruguay,2017,3436646,56488991831.02,8.2,77.63,7.89,1789000,1356000000,3674000,2666000000
Azerbaijan,2017,9854033,40865558912.39,2,72.69,5,4109000,2803000000,2454000,3214000000
Hungary,2017,9787966,139761138102.76,2.5,76.06,4.16,20297000,2975000000,5650000,8453000000
Norway,2017,5276968,399488897844.05,0.5,82.51,4.16,8170000,17800000000,6252000,6515000000
Oman,2017,4665935,70783875162.55,0.5,77.39,3.14,4473000,2916000000,2372000,2791000000
Switzerland,2017,8451840,678965423322.02,0.5,83.6,4.8,15318000,19494000000,9889000,20134000000
Germany,2017,82657002,3693204332229.78,1,80.99,3.75,92402000,97597000000,37452000,56173000000
Bulgaria,2017,7075947,58220973782.77,1.5,74.81,6.16,6228000,2047000000,8883000,4678000000
Romania,2017,19587491,211406933991.36,1.5,75.31,4.93,19953000,4228000000,10926000,2999000000
Slovak Republic,2017,5439232,95617670260.11,1.5,77.17,8.13,3870000,2597000000,2162000,2995000000
Armenia,2017,2944809,11527458565.73,2.4,74.8,17.83,1482000,1325000000,1495000,1140000000
United States,2017,325147121,19485393853000,5.3,78.54,4.36,87703000,173919000000,76941000,251361000000
Ecuador,2017,16785361,104295862000,5.8,76.58,3.84,1547000,1087000000,1608000,1663000000
"Hong Kong SAR, China",2017,7391700,341648103474.82,0.3,84.68,3.09,91304000,25388000000,27884000,38039000000
Luxembourg,2017,596336,62316359824.13,0.3,82.69,5.52,1802000,3033000000,1046000,4980000000
"Macao SAR, China",2017,622585,50559431846.5,0.3,83.99,2,1391000,1244000000,17255000,35726000000
China,2017,1386395000,12143491448186.1,0.6,76.47,4.4,143035000,257733000000,60740000,32617000000
Cyprus,2017,1179680,22141864998.87,0.6,80.67,11.05,1407000,1781000000,3652000,3128000000
Czech Republic,2017,10594438,215913545038.43,0.6,79.48,2.89,6775000,5518000000,10160000,7693000000
"Korea, Rep.",2017,51466201,1530750923148.7,0.6,82.63,3.7,26496000,33354000000,13336000,16999000000
Denmark,2017,5764980,329865553842.83,1.2,81,5.74,8102000,9640000000,11743000,7969000000
Finland,2017,5508214,252331136734.13,1.2,81.43,8.64,9330000,6675000000,3180000,5204000000
United Kingdom,2017,66058859,2637866340434.13,1.2,81.16,4.34,74189000,71671000000,37651000,51474000000
Belgium,2017,11375158,494901708704.27,1.7,81.44,7.09,12153000,22995000000,8385000,13750000000
Albania,2017,2873457,13025062195.79,2.3,78.33,13.75,5186000,1472000000,4643000,2049000000
Sri Lanka,2017,21444000,88019706803.83,2.3,76.65,4.18,1439000,2409000000,2116400,5083000000
Greece,2017,10754679,203085551429.13,0.7,81.39,21.49,7685000,3308000000,27194000,18820000000
New Zealand,2017,4793900,202590814084.99,0.7,81.66,4.7,2853000,4445000000,3555000,10583000000
Portugal,2017,10300300,219308126633.63,0.7,81.12,8.87,2195000,5647000000,15432000,21099000000
Spain,2017,46593236,1314314164402.2,0.7,83.33,17.22,17031000,22321000000,81786000,68437000000
Jordan,2017,9779173,40765867418.9,1.4,74.29,14.88,1592000,1496000000,3843500,5549000000
Estonia,2017,1317384,26611651598.95,2.2,77.64,5.76,1279000,1398000000,3245000,2144000000
Japan,2017,126785797,4859950558538.97,0.2,84.1,2.8,17889000,18177000000,28691000,36979000000
Singapore,2017,5612253,338406474038.67,0.2,82.9,3.91,9889000,24543000000,13903000,19707000000
Indonesia,2017,264645886,1015423455783.28,0.4,71.28,4.18,8856000,10945000000,14040000,14117000000
Australia,2017,24601860,1330803227996.08,0.8,82.5,5.59,10932000,39491000000,8815000,43982000000
Poland,2017,37974826,526371021088.56,0.8,77.85,4.89,46700000,9567000000,18258000,14083000000
Croatia,2017,4124531,55201417479.39,1.1,77.83,11.21,1923000,1399000000,15593000,11128000000
Sweden,2017,10057698,535607385506.43,1.1,82.31,6.72,21232000,17097000000,7054000,14205000000
Morocco,2017,35581294,109708728848.54,2.1,76.22,9.05,1849000,2829000000,11349000,9086000000
Kyrgyz Republic,2017,6198200,7702934800.13,4.2,71.2,6.89,4446000,422000000,4568000,480000000
Latvia,2017,1942248,30463302413.73,4.2,74.68,8.72,2055000,814000000,1949000,1082000000
Iceland,2017,343400,24489493459.01,0.9,82.2,2.74,619000,1664000000,2225000,3024000000
Ireland,2017,4807388,334834010485.56,0.9,81.96,6.71,8171000,6612000000,10338000,14283000000
Slovenia,2017,2066388,48455919386.05,0.9,81.18,6.56,3013000,1141000000,3586000,2952000000
France,2017,66865144,2586285406561.51,1.3,82.52,9.4,29055000,50329000000,86861000,69894000000
Saudi Arabia,2017,33099147,688586133333.33,1.3,74.87,5.89,21071000,18745000000,16109000,14848000000
Canada,2017,36540268,1646867220617.47,1.8,82.25,6.34,33060000,31816000000,20798000,20404000000
