country_name,year,pop_thous,gdp_US_mil,homicides_per_100_000,life_expectancy_years,unemployment_per,departures_thous,tourism_expenditures_US_mil,arrivals_thous,tourism_receipts_US_mil
Austria,2007,8295487,388691445387.35,0.5,80.18,4.86,9876000,10561000000,20773000,18559000000
Malta,2007,406724,7880509170.54,1,79.79,6.47,280000,284000000,1244000,1185000000
Saudi Arabia,2007,25184597,415964509673.11,1,73.47,5.73,4126000,21031000000,11531000,6907000000
Hungary,2007,10055780,139850794387.28,1.5,73.15,7.41,17056000,3088000000,3451000,5628000000
Luxembourg,2007,479993,50888134410.07,1.5,79.38,4.07,1132000,3491000000,914000,4351000000
Slovak Republic,2007,5374622,86304245825.35,1.5,74.21,11.14,3603000,1825000000,1685000,2352000000
Finland,2007,5288720,255384615384.61,2.4,79.26,6.85,5749000,4812000000,2472000,4287000000
Kuwait,2007,2504019,114641097818.44,2.4,73.81,1.5,2649000,7267000000,293000,530000000
Cambodia,2007,13679962,8639235842.18,2.9,64.7,1.17,996000,194000000,2015000,1169000000
Uruguay,2007,3331749,23410572634.31,5.8,76.25,9.4,635000,354000000,1753000,928000000
"Hong Kong SAR, China",2007,6916300,211597405593.87,0.3,82.33,4.01,80682000,15042000000,17154000,18237000000
Norway,2007,4709153,401082621082.62,0.6,80.4,2.49,3395000,13256000000,4377000,5322000000
Australia,2007,20827600,853099630996.31,1.2,81.29,4.38,5462000,22052000000,5644000,25024000000
China,2007,1317885000,3550342425238.25,1.2,73.55,4.3,40954000,29786000000,54720000,37233000000
Cyprus,2007,1063713,23968765398.3,1.2,78.91,3.92,1081000,1542224000,2416000,3097193000
Czech Republic,2007,10298828,189227050759.6,1.2,76.72,5.32,9048000,3895000000,6680000,7803000000
"Macao SAR, China",2007,504511,18340447243,1.2,81.98,3.2,599000,608000000,12945000,11198000000
Slovenia,2007,2018122,48114688201.48,1.2,78.56,4.82,2496000,1261000000,1751000,2465000000
Sweden,2007,9148092,488397792507.55,1.2,80.9,6.16,12692000,13646000000,5224000,11889000000
Morocco,2007,31163673,79041294874.46,1.7,73.01,9.56,2669000,1418000000,7408000,8307000000
Portugal,2007,10542964,240169336162.06,1.7,78.32,7.96,20989000,4866000000,6788000,12948000000
Bulgaria,2007,7545338,44411476557.03,2.3,72.66,6.88,4515000,2142000000,5151000,4181000000
Denmark,2007,5461438,319423424509.07,0.7,78.2,3.8,6564000,8830000000,9832000,5978000000
Iceland,2007,311566,21514962936.54,0.7,81.45,2.25,460000,1336000000,485000,848000000
Poland,2007,38120560,429063549983.74,1.4,75.24,9.6,47561000,8339000000,14975000,11728000000
United Kingdom,2007,61322463,3084117647058.82,1.4,79.45,5.26,69450000,90243000000,30870000,51345000000
Azerbaijan,2007,8581300,33050343782.78,2.2,69.75,6.54,1631000,381000000,732000,317000000
Sierra Leone,2007,5989633,2158496872.86,2.2,46.52,3.42,71000,17000000,32200,22000000
Syrian Arab Republic,2007,19878254,40405006007.21,2.7,74.15,8.42,4196000,710000000,4158000,2972000000
Tunisia,2007,10304726,38908069299.2,2.7,74.56,12.36,2743000,530000000,6762000,3373000000
Nepal,2007,26382581,10325618017.38,3.2,66.26,1.38,469000,402000000,527000,234000000
Japan,2007,128001000,4515264514430.57,0.4,82.51,3.9,17295000,37258000000,8347000,12422000000
Singapore,2007,4588599,180941941477.01,0.4,80.44,3.9,6024000,13503000000,7957000,9066000000
Algeria,2007,34166972,134977087734.01,0.8,73.94,13.79,1499000,502000000,1743000,334000000
Italy,2007,58438310,2203053380782.92,1.1,81.43,6.07,25789000,32755000000,43654000,46142000000
New Zealand,2007,4223800,137316087308,1.1,80.15,3.66,1978000,3077000000,2434000,7190000000
Spain,2007,45226803,1479341637010.68,1.1,80.87,8.23,11276000,19870000000,58666000,59910000000
France,2007,64016225,2657213249384.07,1.6,81.11,7.66,28103000,46051000000,80853000,63902000000
Armenia,2007,2932618,9206301700.4,2.6,72.81,9.81,468000,430000000,511000,522000000
Bangladesh,2007,142660376,79611888213.15,2.6,68.65,3.77,2327000,530000000,289000,76000000
Mauritius,2007,1239630,8150138757.16,3.6,72.57,8.48,213000,384000000,907000,1663000000
Turkey,2007,69581848,675770112179.99,5.2,73.23,8.87,4956000,4254000000,26122000,21662000000
Philippines,2007,89405482,149359918060,6.7,69.37,3.43,3066000,3351000000,3092000,5523000000
Thailand,2007,66182067,262942650543.77,6.7,72.92,1.18,4018000,6889000000,14464000,20625000000
Germany,2007,82266372,3439953462907.2,0.9,79.53,8.66,82099000,96192000000,24421000,49332000000
"Korea, Rep.",2007,48683638,1122679154632.41,0.9,79.12,3.2,13325000,24431000000,6448000,9266000000
Maldives,2007,335169,1868383460.94,0.9,74.62,3.02,102000,152000000,676000,1515000000
Netherlands,2007,16381696,847481522036.68,0.9,80.1,3.18,17523000,17277000000,11008000,11313000000
Canada,2007,32889025,1464977190205.75,1.8,80.54,6.04,25163000,31099000000,17935000,17961000000
Ireland,2007,4398942,269917943471.12,1.8,79.64,4.98,7713000,8785000000,8332000,9263000000
Israel,2007,7180100,178743403203.43,1.8,80.5,9.38,4147000,4921000000,2067000,4234000000
Jordan,2007,6255280,17110587447.11,1.8,72.93,13.1,2094000,1024000000,3431000,2754000000
Armenia,2008,2907618,11662040713.88,3.3,72.95,16.37,516000,494000000,558000,564000000
Belarus,2008,9527985,60763483146.07,5.7,70.46,6.12,380000,860000000,90500,585000000
Bolivia,2008,9721454,16674324634.24,8.6,66.94,2.6,589000,381000000,594000,302000000
Brazil,2008,192030362,1695824565983.2,23.8,72.97,7.34,5238000,13269000000,5050000,6109000000
Chile,2008,16708258,179638496278.57,3.5,78.33,9.28,1899500,1386000000,2710000,2481000000
Colombia,2008,44254975,241710969502.89,35.9,74.96,11.27,2042000,2775000000,2317000,2936000000
Costa Rica,2008,4463125,30612927861.22,11.6,78.49,4.78,528000,753000000,2089000,2811000000
Dominican Republic,2008,9458075,48288967303.49,24.8,71.56,4.76,413000,532000000,3980000,4166000000
Ecuador,2008,14535739,61762635000,18,74.7,3.92,815000,790000000,1005000,745000000
Estonia,2008,1337090,24194039255.9,6.4,73.77,5.45,692000,939000000,2222000,1643000000
Eswatini,2008,1049945,3294093485.21,18.7,44.17,27.3,1177000,59000000,756000,26300000
Georgia,2008,3848449,12795076469.01,6.1,70.95,17.87,1872000,337000000,1290000,505000000
Guatemala,2008,14006428,39136954232.2,44.9,70.75,2.84,1277000,740000000,1715000,1335000000
Honduras,2008,7980955,13789727209.77,56.6,72.8,3.16,387000,385000000,869000,619800000
Iceland,2008,317414,17905251832.05,0,81.61,2.95,414000,1103000000,502000,881000000
India,2008,1200669765,1198895498504.14,3.8,65.79,2.27,10868000,12083000000,5283000,12462000000
Kazakhstan,2008,15674000,133441612246.8,11.3,67.02,6.63,4239000,1361000000,4117000,1255000000
Kyrgyz Republic,2008,5318700,5139957784.91,7.9,68.45,8.22,2273000,450000000,2379000,569000000
Latvia,2008,2177322,35596016664.23,4.6,72.42,7.74,3782000,1139000000,1684000,801000000
Lithuania,2008,3198231,47850551148.84,9.3,71.81,5.83,1757000,1530000000,1611000,1248000000
Mexico,2008,110815271,1109989063586.62,12.3,75.19,3.87,14527000,10246000000,22931000,14726000000
Nicaragua,2008,5667432,8496965842.28,13.2,71.92,6.2,942000,265000000,858000,303000000
Panama,2008,3516204,25155888600,14,76.41,3.2,369000,560000000,1247000,2208000000
Paraguay,2008,6081296,24578067861.4,13.8,72.25,4.41,278000,214000000,428000,128000000
Philippines,2008,90901965,174195136253.39,6.4,69.52,3.72,3355000,4285000000,3139000,3293000000
Puerto Rico,2008,3760866,93639300000,21.8,77.96,11.48,1438000,1761000000,3716000,3535000000
Russian Federation,2008,142742350,1660846387626,16.6,67.95,6.2,36538000,26401000000,23676000,15821000000
Thailand,2008,66530984,291383081231.82,6,73.34,1.18,3908000,6707000000,14584000,22510000000
Turkey,2008,70418604,764335657637.62,4.6,73.65,9.71,4893000,4509000000,29792000,26446000000
Uganda,2008,30431736,14239026629.64,8.8,54.98,2.66,337000,315000000,844000,536000000
United States,2008,304093966,14712844084000,5.4,78.04,5.78,63653000,119838000000,58007000,164721000000
Uruguay,2008,3340221,30366213119.29,6.6,76.44,8.02,734000,466000000,1938000,1195000000
"Venezuela, RB",2008,27635832,315953388510.68,51.8,73.07,6.24,1745000,2745000000,699000,1097000000
Fiji,2008,845361,3523185919.56,2,66.48,3.62,124000,111000000,585000,952000000
Finland,2008,5313399,283742493042.33,2.5,79.57,6.37,5854000,5577000000,2494000,4874000000
Sierra Leone,2008,6133603,2505458705.03,3,47.51,3.51,73000,24400000,36000,34000000
Sri Lanka,2008,19983984,40713812309.73,10,75.16,5.22,966000,777000000,438000,803000000
"Hong Kong SAR, China",2008,6957800,219279678430.16,0.5,82.38,3.56,81911000,16095000000,17319000,20236000000
Japan,2008,128063000,5037908465114.48,0.5,82.59,4,15987000,38971000000,8351000,13781000000
Slovenia,2008,2021316,55589849128.46,0.5,78.77,4.37,2459000,1610000000,1958000,2954000000
Denmark,2008,5493621,353361038818.38,1,78.45,3.43,6347000,9698000000,9564000,6281000000
Italy,2008,58826731,2390729163615.06,1,81.49,6.72,26464000,30926000000,42734000,46191000000
Malta,2008,409379,8977149553.24,1.5,79.64,5.98,261000,307000000,1291000,1082000000
Cambodia,2008,13883834,10351914093.17,2.4,65.39,1.15,786000,180000000,2125000,1280000000
Nepal,2008,26666576,12545438605.4,3.4,66.73,1.34,561000,545000000,500000,353000000
Mauritius,2008,1244121,9990370016.31,3.9,72.57,7.17,226000,489000000,930000,1823000000
Ukraine,2008,46258200,179816790704.74,5.3,68.25,6.36,15499000,4585000000,25449000,6722000000
Indonesia,2008,235469762,510228634992.26,0.6,68.48,7.21,5486000,8801000000,6234000,8150000000
Singapore,2008,4839396,193611986712.84,0.6,80.79,3.96,6828000,16340000000,7778000,10615000000
Australia,2008,21249200,1053995523724.26,1.2,81.4,4.23,5808000,25557000000,5586000,27189000000
New Zealand,2008,4259800,133280382371.55,1.2,80.35,4.17,1967000,3006000000,2371000,6961000000
United Kingdom,2008,61806995,2904036764705.88,1.2,79.6,5.61,69011000,94955000000,30142000,48621000000
Bulgaria,2008,7492561,54409138498.35,2.3,72.96,5.61,5727000,2602000000,5780000,4852000000
Romania,2008,20537875,214313628965.02,2.3,72.57,5.79,13072000,2407000000,8862000,2626000000
Bangladesh,2008,144304167,91631278239.32,2.8,69.07,4.08,875000,735000000,467000,75000000
Austria,2008,8321496,430294287388.31,0.7,80.43,4.13,9677000,11432000000,21935000,21630000000
Switzerland,2008,7647675,554363487120.3,0.7,81.99,3.35,11147000,13282000000,8608000,17596000000
Maldives,2008,343452,2271646187.5,1.4,75.07,3.13,123000,211000000,683000,1559000000
Belgium,2008,10709973,518625897172.99,1.9,79.68,6.98,8887000,19514000000,7165000,12018000000
Israel,2008,7308800,215960886649.94,1.9,80.95,7.7,4207000,4967000000,2572000,5271000000
Azerbaijan,2008,8763400,48852482960.08,2.2,70.2,6.05,2162000,456000000,1043000,382000000
Tunisia,2008,10414433,44856586316.05,2.7,74.72,12.44,3118000,555000000,7050000,3909000000
Cyprus,2008,1081563,27839724622.82,0.8,79.07,3.65,1210000,1969088000,2404000,3201919000
"Macao SAR, China",2008,515239,20917444919.64,0.8,82.22,3,606000,695000000,10610000,13749000000
China,2008,1324655000,4594306848763.08,1.1,73.83,4.6,45844000,36157000000,53049000,40843000000
Czech Republic,2008,10384603,235718586901.13,1.1,76.98,4.39,9665000,5029000000,6649000,9228000000
Ireland,2008,4489544,275038896001.17,1.1,80.1,6.77,7877000,10539000000,8026000,9967000000
Croatia,2008,4309705,70494603466.45,1.6,75.91,8.53,2357000,1167000000,8665000,11615000000
France,2008,64374984,2918382891460.38,1.6,81.21,7.06,25506000,50361000000,79218000,68001000000
Luxembourg,2008,488650,55849686538.74,1.6,80.54,5.06,1190000,3839000000,877000,4918000000
Slovak Republic,2008,5379233,100324627215.47,1.6,74.7,9.51,3683000,2596000000,1767000,3004000000
Albania,2008,2947314,12881353507.85,3.1,75.91,13.06,3716000,1644000000,1247000,1849000000
Algeria,2008,34730608,171000691877.71,0.9,74.31,11.33,1539000,613000000,1772000,473000000
Germany,2008,82110097,3752365607148.09,0.9,79.74,7.52,86201000,105647000000,24884000,53397000000
"Korea, Rep.",2008,49054708,1002219052967.54,0.9,79.52,3.2,11996000,21447000000,6891000,13456000000
Netherlands,2008,16445593,947997656364.44,0.9,80.25,2.75,18399000,19805000000,10104000,12874000000
Poland,2008,38125759,533815789473.68,0.9,75.54,7.12,50243000,10689000000,12960000,12895000000
Spain,2008,45954106,1635015380108.39,0.9,81.18,11.25,11229000,20540000000,57192000,64422000000
Sweden,2008,9219637,514584970642.23,0.9,81.1,6.24,13291000,14622000000,4555000,11732000000
Greece,2008,11077841,354460802548.7,1.3,79.94,7.76,3765000,3946000000,15939000,17586000000
Morocco,2008,31536811,92507257783.57,1.3,73.55,9.57,3421000,1910000000,7879000,8885000000
Canada,2008,33247118,1549131208997.19,1.8,80.7,6.14,27034000,33844000000,17142000,18191000000
Hungary,2008,10038188,157998423131.74,1.8,73.7,7.82,17162000,3857000000,3516000,7533000000
Jordan,2008,6556478,22218617771.51,1.8,73.1,12.7,1972000,1140000000,3729000,3539000000
Belarus,2009,9506765,50874078052.27,5.1,70.41,6.1,316000,752000000,95000,563000000
Bolivia,2009,9884781,17339992165.24,8.4,67.48,2.86,518000,388000000,599000,306000000
Brazil,2009,193886508,1667019783585.08,22.8,73.3,8.52,4920000,12897000000,4802000,5635000000
Chile,2009,16886186,172389498444.62,3.7,78.56,11.31,1909300,1511000000,2760000,2380000000
Colombia,2009,44750054,232494134119.68,34.8,75.19,12.07,2122000,2801000000,2364000,3050000000
Costa Rica,2009,4520740,30562363429.76,11.7,78.63,7.71,579000,500000000,1923000,2216000000
Dominican Republic,2009,9576737,48376555305.69,24.3,71.81,5.47,415000,523000000,3992000,4049000000
Ecuador,2009,14774424,62519686000,17.9,74.89,4.61,814000,806000000,968000,674000000
El Salvador,2009,6157686,17601616000,71.4,70.98,7.33,1345000,253000000,1091000,549000000
Eswatini,2009,1057467,3580417066.92,15.8,45.27,27.75,1245000,98000000,908000,40100000
Guatemala,2009,14316263,37734072278.38,45.4,71.11,3.31,651000,862000000,1393000,1359000000
Honduras,2009,8150775,14486137413.55,65.7,73.06,3.29,395000,361000000,836000,616100000
India,2009,1217726215,1341886699393.18,3.8,66.24,2.47,11067000,9310000000,5168000,11136000000
Kazakhstan,2009,16092822,115308661142.93,10.9,68.43,6.55,5309000,1319000000,3774000,1185000000
Kyrgyz Republic,2009,5383300,4690062255.12,7.8,69.1,8.41,2354000,273000000,2451000,300000000
Latvia,2009,2141669,26169854045.04,5,73.08,17.51,3268000,798000000,1323000,724000000
Lithuania,2009,3162916,37440673477.9,8,72.91,13.78,1288000,1119000000,1341000,972000000
Mexico,2009,112463887,900045350649.35,17.1,75.13,5.36,14104000,8737000000,22346000,12542000000
Moldova,2009,3565604,5439422031.4,6,69.12,6.4,93300,307000000,60000,240000000
Nicaragua,2009,5745526,8298695144.92,14.2,72.17,8.16,858000,256000000,932000,336000000
Panama,2009,3579215,27116635600,15.7,76.6,3.76,336000,503000000,1200000,2280000000
Paraguay,2009,6163972,22341754513.96,13.4,72.45,5.46,288000,231000000,439000,225000000
Philippines,2009,92414158,168334601260.08,9.9,69.67,3.86,3188000,4056000000,3017000,2916000000
Puerto Rico,2009,3740410,96385600000,24.2,78.19,15,1116000,1386000000,3183000,3176000000
Russian Federation,2009,142785342,1222644282200.48,14.9,68.68,8.3,34276000,23785000000,21339000,12369000000
Sri Lanka,2009,20123508,42066217871.53,5.5,75.29,5.85,963000,735000000,448000,754000000
Thailand,2009,66866839,281710095724.76,5.5,73.77,1.04,4653000,5744000000,14150000,19811000000
Trinidad and Tobago,2009,1320930,19172165225.5,38.4,71.71,3.65,270000,136000000,419000,548000000
Uganda,2009,31411096,18168902153.88,9.9,56.06,3.6,311000,351000000,807000,683000000
United States,2009,306771529,14448933025000,5,78.39,9.25,62130000,102953000000,55103000,146002000000
"Venezuela, RB",2009,28031009,329787628928.47,48.9,73.12,8.05,1651000,3019000000,562000,1053000000
Bulgaria,2009,7444443,51884481410.39,2,73.41,6.82,4993000,1955000000,5739000,4273000000
Sierra Leone,2009,6272734,2453899846.88,2.5,48.47,4.03,72000,26000000,37000,25000000
Nepal,2009,26883535,12854985464.08,3,67.18,1.57,589000,572000000,510000,439000000
Indonesia,2009,238620563,539580085612.4,0.5,68.85,6.11,5053000,6908000000,6324000,6053000000
Germany,2009,81902307,3418005001389.27,1,79.84,7.74,85547000,92829000000,24220000,47462000000
Italy,2009,59095365,2185160183384.27,1,81.64,7.75,27490000,27947000000,43239000,40375000000
Luxembourg,2009,497783,51370543206.45,1,80.64,5.12,1362000,3670000000,847000,4546000000
Malta,2009,412477,8528202278.41,1,80.24,6.89,264000,291000000,1182000,899000000
Poland,2009,38151603,439796160379.47,1,75.7,8.17,39270000,7891000000,11890000,9889000000
Sweden,2009,9298515,430114322297.42,1,81.35,8.35,11699000,12075000000,4899000,9769000000
Jordan,2009,6893260,23974612129.76,1.5,73.27,12.9,2054000,1202000000,3789000,3472000000
New Zealand,2009,4302600,121338622025.11,1.5,80.7,6.12,1918000,2580000000,2373000,5979000000
Tunisia,2009,10525694,43454935940.16,2.4,74.88,13.29,2623000,478000000,7797000,3524000000
Albania,2009,2927519,12044208085.86,2.9,76.22,13.67,3404000,1691000000,1711000,2012000000
Armenia,2009,2888092,8647936747.99,3.4,73.12,18.74,526000,496000000,575000,570000000
Fiji,2009,853637,2870624635.68,3.4,66.56,4.16,125000,107000000,542000,688000000
Iceland,2009,318499,13164652894.25,0.3,81.75,7.22,259000,534000000,494000,550000000
Austria,2009,8343323,400172297860.52,0.6,80.33,5.3,10121000,10817000000,21355000,19154000000
Norway,2009,4828726,386622457579.95,0.6,80.8,3.1,6640000,13221000000,4346000,4949000000
Slovenia,2009,2039669,50244793831.62,0.6,78.97,5.86,2586000,1456000000,1824000,2735000000
Australia,2009,21691700,927805183330.88,1.2,81.54,5.56,6276000,22680000000,5490000,26909000000
Ireland,2009,4535375,236316405946.1,1.2,80.19,12.61,7047000,7934000000,7189000,8458000000
Belgium,2009,10796493,484552792442.34,1.7,80.03,7.91,8775000,19045000000,6815000,11423000000
Cyprus,2009,1098083,25942664629.06,1.7,79.25,5.36,1172000,1740451000,2141000,2455917000
Cambodia,2009,14093604,10401851850.61,2.3,66.01,1.28,340000,163000000,2162000,1463000000
Bangladesh,2009,145924797,102477791472.39,2.8,69.48,5,2254000,651000000,267000,77000000
Samoa,2009,184556,560959527.82,8.7,71.41,5.34,43000,20000000,122000,115200000
"Hong Kong SAR, China",2009,6972800,214046415026.19,0.7,82.78,5.26,81958000,15547000000,16926000,20291000000
Switzerland,2009,7743831,541506500413.57,0.7,82.04,4.12,10453000,12990000000,8294000,16667000000
Hungary,2009,10022650,130593960612.17,1.4,73.9,10.03,16640000,3251000000,3228000,7013000000
Morocco,2009,31929087,92897320375.82,1.4,74,8.96,2293000,1713000000,8341000,7980000000
Slovak Republic,2009,5386406,88945625173.66,1.4,74.91,12.02,3230000,2249000000,1298000,2539000000
Romania,2009,20367487,174103695930.21,1.9,73.31,6.86,11723000,1766000000,7575000,1688000000
Finland,2009,5338871,251499027507.64,2.2,79.72,8.25,5832000,5233000000,2220000,4070000000
Georgia,2009,3814419,10766776414.25,4.9,71.18,18.3,1980000,311000000,1500000,537000000
Ukraine,2009,46053300,117113410001.03,4.9,69.19,8.84,15334000,3751000000,20798000,4349000000
Japan,2009,128047000,5231382674593.7,0.4,82.93,5.1,15446000,34787000000,6790000,12537000000
Singapore,2009,4987573,194152286008.94,0.4,81.24,5.86,6961000,15704000000,7488000,9225000000
Algeria,2009,35333881,137211039898.19,0.8,74.64,10.16,1677000,574000000,1912000,361000000
China,2009,1331260000,5101702432883.45,1.1,74.12,4.7,47656000,43702000000,50875000,39675000000
Croatia,2009,4305181,62779128128.37,1.1,76.17,9.2,2497000,1042000000,8694000,9300000000
"Egypt, Arab Rep.",2009,81134798,188982374700.8,1.1,70.16,9.09,4716000,2941000000,11914000,11757000000
"Korea, Rep.",2009,49307835,901934953364.71,1.1,79.97,3.6,9494000,16355000000,7818000,13289000000
"Macao SAR, China",2009,526400,21475520709.39,1.1,82.46,3.58,671000,714000000,10402000,15182000000
United Kingdom,2009,62276270,2394785792179.47,1.1,80.05,7.54,58614000,74463000000,28199000,39044000000
Mauritius,2009,1247429,9128843109.16,3.1,72.88,7.26,196000,384000000,871000,1390000000
Estonia,2009,1334515,19652492636.84,5.2,74.82,13.55,752000,605000000,2180000,1090000000
Turkey,2009,71321399,644639901973.7,5.2,74.07,12.55,5561000,5061000000,30187000,26331000000
Uruguay,2009,3349676,31660911277.03,6.7,76.6,7.74,826000,442000000,2055000,1460000000
Czech Republic,2009,10443936,206179982164.4,0.9,77.08,6.66,8904000,4336000000,6032000,8164000000
Denmark,2009,5523095,321241303699.01,0.9,78.6,6.01,7037000,8968000000,9265000,5617000000
Netherlands,2009,16530388,868077243678.8,0.9,80.55,3.41,18340000,18628000000,9921000,12063000000
Spain,2009,46362946,1499099749930.54,0.9,81.48,17.86,12017000,17133000000,52178000,55748000000
France,2009,64707040,2690222283967.77,1.3,81.41,8.74,25140000,45050000000,76764000,58858000000
Greece,2009,11107017,330000252153.38,1.3,80.19,9.62,3835000,4120000000,14915000,16027000000
Canada,2009,33628895,1371153004986.44,1.8,81,8.34,26204000,30065000000,15737000,15568000000
Israel,2009,7485600,207451779086.03,1.8,81.4,9.53,4007000,4500000000,2321000,4924000000
Albania,2010,2913021,11926953213.7,4.3,76.56,14.09,3443000,1452000000,2191000,1778000000
Bolivia,2010,10048590,19649631450.68,12.8,68.01,2.58,604000,421000000,679000,339000000
Brazil,2010,195713635,2208871646202.82,22,73.62,7.73,6457000,18883000000,5161000,5522000000
Colombia,2010,45222700,286103648654.54,33.7,75.42,10.98,2342000,3188000000,1405000,3441000000
Costa Rica,2010,4577378,37268616183.97,11.6,78.77,7.17,662000,629000000,2100000,2426000000
Dominican Republic,2010,9695121,53982886258.22,25,72.05,5.21,401000,662000000,4125000,4162000000
Ecuador,2010,15011117,69555367000,17.6,75.09,4.09,899000,863000000,1047000,786000000
El Salvador,2010,6183875,18447920000,64.7,71.21,4.89,1421000,280000000,1150000,646000000
Eswatini,2010,1064837,4438778424.3,17.3,46.6,27.31,1141000,87000000,868000,51400000
Georgia,2010,3786695,11638500813.56,4.4,71.46,17.41,2086000,329000000,2032000,737000000
Guatemala,2010,14630417,41338521637.69,40.7,71.48,3.5,694000,1002000000,1384000,1378000000
Honduras,2010,8317470,15729644901.13,76.1,73.32,4.12,408000,406000000,863000,626700000
India,2010,1234281170,1675615312693.42,3.8,66.69,2.44,12988000,10490000000,5776000,14490000000
Kazakhstan,2010,16321872,148047348240.64,8.5,68.3,5.77,5893000,1489000000,4097000,1236000000
Kyrgyz Republic,2010,5447900,4794357795.07,16.8,69.3,8.64,1342000,275000000,1224000,212000000
Latvia,2010,2097555,23757368290.1,3.3,73.48,19.48,3332000,648000000,1373000,640000000
Lithuania,2010,3097282,37120517693.86,7,73.27,17.81,1411000,849000000,1507000,958000000
Mexico,2010,114092963,1057801295584.05,22,75.06,5.3,14334000,9001000000,23290000,12628000000
Moldova,2010,3562045,6974960345.37,6.5,69.62,7.45,117200,298000000,64000,222000000
Nicaragua,2010,5824065,8758622328.67,13.7,72.43,7.83,908000,225000000,1011000,314000000
Panama,2010,3642687,29440300000,12.6,76.79,3.71,392000,575000000,1324000,2621000000
Paraguay,2010,6248020,27215968615.55,11.9,72.65,4.57,302000,261000000,465000,243000000
Puerto Rico,2010,3721525,98381300000,27.4,78.42,16.1,980000,1180000000,3186000,3211000000
Samoa,2010,185949,643046733.39,8.6,71.66,5.52,56000,25200000,122000,123700000
Sri Lanka,2010,20261737,56725749221.9,3.8,75.44,4.94,1122000,828000000,654000,1044000000
Thailand,2010,67195028,341105009515.33,5.4,74.18,0.62,5451000,7155000000,15936000,23796000000
Trinidad and Tobago,2010,1328147,22157948396.2,35.6,71.95,3.78,273000,97000000,388000,630000000
Uganda,2010,32428167,20186496527.13,9.3,57.1,3.68,324000,464000000,946000,802000000
Ukraine,2010,45870700,136013155905.04,4.3,70.27,8.1,17180000,4134000000,21203000,4696000000
United States,2010,309326085,14992052727000,4.8,78.54,9.63,61061000,110049000000,60010000,167996000000
Uruguay,2010,3359275,40284481651.9,6.1,76.75,7.16,1027000,549000000,2353000,1669000000
"Venezuela, RB",2010,28439940,393192354510.65,45.1,73.13,8.45,1477000,2944000000,526000,885000000
Zimbabwe,2010,12697723,12041655200,5,50.64,5.12,650000,203000000,2239000,135000000
Bulgaria,2010,7395599,50610058210.37,2,73.51,10.28,3676000,975000000,6047000,3807000000
Israel,2010,7623600,233732926323.39,2,81.6,8.48,4269000,4683000000,2803000,5621000000
Luxembourg,2010,506953,53212476812.3,2,80.63,4.36,1237000,3626000000,805000,4519000000
Romania,2010,20246871,166225180150.41,2,73.46,6.96,10905000,1897000000,7498000,1631000000
Sierra Leone,2010,6415634,2578026297.16,2.5,49.38,3.79,76000,22000000,39000,26000000
Nepal,2010,27013212,16002656434.47,3,67.61,1.52,765000,528000000,603000,378000000
"Hong Kong SAR, China",2010,7024200,228637697575.04,0.5,82.98,4.31,84442000,17357000000,20085000,27208000000
Australia,2010,22031750,1146138465603.81,1,81.7,5.21,7103000,27851000000,5790000,31064000000
China,2010,1337705000,6087164527421.24,1,74.41,4.5,57386000,54880000000,55664000,45814000000
Czech Republic,2010,10474410,207477857918.92,1,77.42,7.28,8673000,4354000000,6334000,8068000000
Germany,2010,81776930,3417094562648.95,1,79.99,6.97,85872000,90882000000,26875000,49126000000
"Korea, Rep.",2010,49554112,1094499338702.72,1,80.12,3.7,12488000,20788000000,8798000,14367000000
Malta,2010,414508,8741059602.65,1,81.4,6.85,294000,309000000,1339000,1066000000
New Zealand,2010,4350700,146583831538.33,1,80.7,6.56,2026000,3039000000,2435000,6523000000
Poland,2010,38042794,479321460551.19,1,76.25,9.64,42760000,9100000000,12470000,10037000000
Sweden,2010,9378126,488909078695.42,1,81.45,8.61,13042000,13973000000,5183000,10674000000
Greece,2010,11121341,299361576558.22,1.5,80.39,12.71,3799000,3401000000,15007000,13858000000
Slovak Republic,2010,5391428,89501012915.73,1.5,75.11,14.38,2692000,2146000000,1327000,2335000000
Estonia,2010,1331475,19490936349.18,5.3,75.43,16.71,955000,633000000,2511000,1065000000
Iceland,2010,318041,13683689802.28,0.6,81.9,7.56,299000,599000000,489000,562000000
Norway,2010,4889252,429130952709.22,0.6,81,3.52,7590000,14658000000,4767000,5299000000
Ireland,2010,4560155,222148757313.01,1.2,80.74,14.53,6917000,7178000000,7134000,8187000000
United Kingdom,2010,62766365,2452899665124.47,1.2,80.4,7.79,55562000,73786000000,28295000,40526000000
Belgium,2010,10895586,483548031197.11,1.7,80.18,8.29,8801000,18866000000,7186000,11395000000
Azerbaijan,2010,9054332,52902703376.11,2.3,70.94,5.63,3176000,856000000,1280000,792000000
Cambodia,2010,14312212,11242275198.98,2.3,66.56,1.38,505000,131000000,2508000,1671000000
Fiji,2010,859818,3140508835.95,2.3,66.66,4.35,128000,102000000,632000,825000000
Algeria,2010,35977455,161207268655.39,0.7,74.94,9.96,1757000,716000000,2070000,324000000
Austria,2010,8363404,391892746544.69,0.7,80.58,4.82,9882000,10122000000,22004000,18758000000
Cyprus,2010,1112612,25562264900.66,0.7,79.43,6.26,1246000,1610804000,2173000,2424675000
Slovenia,2010,2048583,48013606745.48,0.7,79.42,7.24,2874000,1377000000,1869000,2721000000
